sample_id,accession,study,bioproject_accession,biosample_accession,filename,filetype,path,data_type,total_reads,ntsm_score,production,title,design_description,generator_facility,generator_contact,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,basecaller_version,ccs_algorithm,cell_type,platform_unit_1,platform_unit_2,barcode,iso_library_id,iso_filename,pool,similarity,pbtrim_version,jasmine_version,lima_version,refine_version,check-flnc reads
HG02135,,SRP305758,PRJNA701308,,HG02135.lymph.m84046_240713_091428_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_Kinnex/HG02135.lymph.m84046_240713_091428_s4.flnc.bam,bam,6529494,0.185904,UW_HPRC_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,University of Washington,iviolich@ucsc.edu,HG02135.lymph.m84046_240713_091428_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84046_240713_091428_s4,,bc09,HPRC_Pool003.KN,flnc-5.bam,HPRC_Pool003.KN,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG02135,,SRP305758,PRJNA701308,,HG02135.lymph.m84046_240717_125059_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_Kinnex/HG02135.lymph.m84046_240717_125059_s3.flnc.bam,bam,8028376,0.176736,UW_HPRC_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,University of Washington,iviolich@ucsc.edu,HG02135.lymph.m84046_240717_125059_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84046_240717_125059_s3,,bc09,HPRC_Pool003.KN,flnc-5.bam,HPRC_Pool003.KN,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG02148,,SRP305758,PRJNA701308,,HG02148.lymph.m84046_240713_051553_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_Kinnex/HG02148.lymph.m84046_240713_051553_s2.flnc.bam,bam,5271716,0.175361,UW_HPRC_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,University of Washington,iviolich@ucsc.edu,HG02148.lymph.m84046_240713_051553_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84046_240713_051553_s2,,bc04,HPRC_Pool001.KN,flnc-4.bam,HPRC_Pool001.KN,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG02148,,SRP305758,PRJNA701308,,HG02148.lymph.m84046_240722_012946_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_Kinnex/HG02148.lymph.m84046_240722_012946_s4.flnc.bam,bam,5770576,0.178815,UW_HPRC_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,University of Washington,iviolich@ucsc.edu,HG02148.lymph.m84046_240722_012946_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84046_240722_012946_s4,,bc04,HPRC_Pool001.KN,flnc-4.bam,HPRC_Pool001.KN,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG02523,,SRP305758,PRJNA701308,,HG02523.lymph.m84046_240713_091428_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_Kinnex/HG02523.lymph.m84046_240713_091428_s4.flnc.bam,bam,6778056,0.18626,UW_HPRC_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,University of Washington,iviolich@ucsc.edu,HG02523.lymph.m84046_240713_091428_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84046_240713_091428_s4,,bc08,HPRC_Pool003.KN,flnc-4.bam,HPRC_Pool003.KN,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG02523,,SRP305758,PRJNA701308,,HG02523.lymph.m84046_240717_125059_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_Kinnex/HG02523.lymph.m84046_240717_125059_s3.flnc.bam,bam,8333089,0.192326,UW_HPRC_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,University of Washington,iviolich@ucsc.edu,HG02523.lymph.m84046_240717_125059_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84046_240717_125059_s3,,bc08,HPRC_Pool003.KN,flnc-4.bam,HPRC_Pool003.KN,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG03579,,SRP305758,PRJNA701308,,HG03579.lymph.m84046_240713_051553_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_Kinnex/HG03579.lymph.m84046_240713_051553_s2.flnc.bam,bam,5273930,0.178394,UW_HPRC_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,University of Washington,iviolich@ucsc.edu,HG03579.lymph.m84046_240713_051553_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84046_240713_051553_s2,,bc05,HPRC_Pool001.KN,flnc-5.bam,HPRC_Pool001.KN,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG03579,,SRP305758,PRJNA701308,,HG03579.lymph.m84046_240722_012946_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_Kinnex/HG03579.lymph.m84046_240722_012946_s4.flnc.bam,bam,5780132,0.1726,UW_HPRC_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,University of Washington,iviolich@ucsc.edu,HG03579.lymph.m84046_240722_012946_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84046_240722_012946_s4,,bc05,HPRC_Pool001.KN,flnc-5.bam,HPRC_Pool001.KN,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG03942,,SRP305758,PRJNA701308,,HG03942.lymph.m84046_240713_091428_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG03942/raw_data/PacBio_Kinnex/HG03942.lymph.m84046_240713_091428_s4.flnc.bam,bam,6555713,0.219996,UW_HPRC_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,University of Washington,iviolich@ucsc.edu,HG03942.lymph.m84046_240713_091428_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84046_240713_091428_s4,,bc11,HPRC_Pool003.KN,flnc-7.bam,HPRC_Pool003.KN,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG03942,,SRP305758,PRJNA701308,,HG03942.lymph.m84046_240717_125059_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG03942/raw_data/PacBio_Kinnex/HG03942.lymph.m84046_240717_125059_s3.flnc.bam,bam,8028923,0.211686,UW_HPRC_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,University of Washington,iviolich@ucsc.edu,HG03942.lymph.m84046_240717_125059_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84046_240717_125059_s3,,bc11,HPRC_Pool003.KN,flnc-7.bam,HPRC_Pool003.KN,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG04187,,SRP305758,PRJNA701308,,HG04187.lymph.m84046_240713_091428_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG04187/raw_data/PacBio_Kinnex/HG04187.lymph.m84046_240713_091428_s4.flnc.bam,bam,6438964,0.200776,UW_HPRC_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,University of Washington,iviolich@ucsc.edu,HG04187.lymph.m84046_240713_091428_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84046_240713_091428_s4,,bc12,HPRC_Pool003.KN,flnc-8.bam,HPRC_Pool003.KN,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG04187,,SRP305758,PRJNA701308,,HG04187.lymph.m84046_240717_125059_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG04187/raw_data/PacBio_Kinnex/HG04187.lymph.m84046_240717_125059_s3.flnc.bam,bam,7910689,0.190584,UW_HPRC_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,University of Washington,iviolich@ucsc.edu,HG04187.lymph.m84046_240717_125059_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84046_240717_125059_s3,,bc12,HPRC_Pool003.KN,flnc-8.bam,HPRC_Pool003.KN,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA18970,,SRP305758,PRJNA701308,,NA18970.lymph.m84203_240819_194908_s1-m84203_240819_214831_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA18970/raw_data/PacBio_Kinnex/NA18970.lymph.m84203_240819_194908_s1-m84203_240819_214831_s2.flnc.bam,bam,15726658,0.172305,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA18970.lymph.m84203_240819_194908_s1-m84203_240819_214831_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240819_194908_s1,m84203_240819_214831_s2,bc02,HPRC_Kinnex_Pool6,flnc-2.bam,HPRC_Kinnex_Pool006,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA20850,,SRP305758,PRJNA701308,,NA20850.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA20850/raw_data/PacBio_Kinnex/NA20850.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,bam,14770436,0.20407,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA20850.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240912_183748_s1,m84203_240912_203713_s2,bc05,HPRC_Kinnex_Pool11,flnc-5.bam,HPRC_Kinnex_Pool011,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA19909,,SRP305758,PRJNA701308,,NA19909.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA19909/raw_data/PacBio_Kinnex/NA19909.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,bam,14530598,0.188245,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA19909.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240912_183748_s1,m84203_240912_203713_s2,bc07,HPRC_Kinnex_Pool11,flnc-7.bam,HPRC_Kinnex_Pool011,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA20282,,SRP305758,PRJNA701308,,NA20282.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA20282/raw_data/PacBio_Kinnex/NA20282.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,bam,16099858,0.19797,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA20282.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240912_183748_s1,m84203_240912_203713_s2,bc08,HPRC_Kinnex_Pool11,flnc-8.bam,HPRC_Kinnex_Pool011,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA20346,,SRP305758,PRJNA701308,,NA20346.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA20346/raw_data/PacBio_Kinnex/NA20346.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,bam,14244462,0.189884,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA20346.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240912_223637_s3,m84203_240913_003604_s4,bc01,HPRC_Kinnex_Pool12,flnc-1.bam,HPRC_Kinnex_Pool012,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA19776,,SRP305758,PRJNA701308,,NA19776.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_Kinnex/NA19776.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,bam,14163550,0.202823,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA19776.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240912_223637_s3,m84203_240913_003604_s4,bc02,HPRC_Kinnex_Pool12,flnc-2.bam,HPRC_Kinnex_Pool012,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA19682,,SRP305758,PRJNA701308,,NA19682.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA19682/raw_data/PacBio_Kinnex/NA19682.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,bam,13446714,0.179527,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA19682.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240912_223637_s3,m84203_240913_003604_s4,bc03,HPRC_Kinnex_Pool12,flnc-3.bam,HPRC_Kinnex_Pool012,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG00329,,SRP305758,PRJNA701308,,HG00329.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00329/raw_data/PacBio_Kinnex/HG00329.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,bam,14699357,0.213861,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,HG00329.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240912_223637_s3,m84203_240913_003604_s4,bc07,HPRC_Kinnex_Pool12,flnc-7.bam,HPRC_Kinnex_Pool012,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG03784,,SRP305758,PRJNA701308,,HG03784.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_Kinnex/HG03784.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,bam,16372445,0.201572,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,HG03784.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240912_223637_s3,m84203_240913_003604_s4,bc08,HPRC_Kinnex_Pool12,flnc-8.bam,HPRC_Kinnex_Pool012,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA20806,,SRP305758,PRJNA701308,,NA20806.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA20806/raw_data/PacBio_Kinnex/NA20806.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,bam,18350185,0.181748,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA20806.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240913_222952_s1,m84203_240914_002916_s2,bc01,HPRC_Kinnex_Pool13,flnc-1.bam,HPRC_Kinnex_Pool013,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA21144,,SRP305758,PRJNA701308,,NA21144.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA21144/raw_data/PacBio_Kinnex/NA21144.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,bam,18755620,0.192282,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA21144.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240913_222952_s1,m84203_240914_002916_s2,bc02,HPRC_Kinnex_Pool13,flnc-2.bam,HPRC_Kinnex_Pool013,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA20827,,SRP305758,PRJNA701308,,NA20827.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA20827/raw_data/PacBio_Kinnex/NA20827.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,bam,16768703,0.190645,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA20827.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240913_222952_s1,m84203_240914_002916_s2,bc03,HPRC_Kinnex_Pool13,flnc-3.bam,HPRC_Kinnex_Pool013,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG03521,,SRP305758,PRJNA701308,,HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_Kinnex/HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,bam,15478900,0.164513,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240913_222952_s1,m84203_240914_002916_s2,bc04,HPRC_Kinnex_Pool13,flnc-4.bam,HPRC_Kinnex_Pool013,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA20762,,SRP305758,PRJNA701308,,NA20762.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA20762/raw_data/PacBio_Kinnex/NA20762.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,bam,16536001,0.207265,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA20762.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240913_222952_s1,m84203_240914_002916_s2,bc05,HPRC_Kinnex_Pool13,flnc-5.bam,HPRC_Kinnex_Pool013,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG00344,,SRP305758,PRJNA701308,,HG00344.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00344/raw_data/PacBio_Kinnex/HG00344.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,bam,15691882,0.173686,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,HG00344.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240913_222952_s1,m84203_240914_002916_s2,bc06,HPRC_Kinnex_Pool13,flnc-6.bam,HPRC_Kinnex_Pool013,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG00350,,SRP305758,PRJNA701308,,HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00350/raw_data/PacBio_Kinnex/HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,bam,16420109,0.185289,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240913_222952_s1,m84203_240914_002916_s2,bc07,HPRC_Kinnex_Pool13,flnc-7.bam,HPRC_Kinnex_Pool013,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG00272,,SRP305758,PRJNA701308,,HG00272.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_Kinnex/HG00272.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam,bam,14296173,0.178572,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,HG00272.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240914_042802_s4,m84203_240914_022843_s3,bc03,HPRC_Kinnex_Pool14,flnc-3.bam,HPRC_Kinnex_Pool014,1,1.1.0,2.2.1,2.10.0,4.1.2,True
HG00097,,SRP305758,PRJNA701308,,HG00097.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/HG00097/raw_data/PacBio_Kinnex/HG00097.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam,bam,12420586,0.172788,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,HG00097.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240914_042802_s4,m84203_240914_022843_s3,bc04,HPRC_Kinnex_Pool14,flnc-4.bam,HPRC_Kinnex_Pool014,1,1.1.0,2.2.1,2.10.0,4.1.2,True
NA18879,,SRP305758,PRJNA701308,,NA18879.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam,unaligned reads,s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_Kinnex/NA18879.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam,bam,12084927,0.16132,RU_Y5_Kinnex,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,Rockefeller University,iviolich@ucsc.edu,NA18879.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3,isoseq,transcriptomic,cDNA,single,,,PACBIO_SMRT,Revio,C1,P1,5,8.0.1,lymph,m84203_240914_042802_s4,m84203_240914_022843_s3,bc05,HPRC_Kinnex_Pool14,flnc-5.bam,HPRC_Kinnex_Pool014,1,1.1.0,2.2.1,2.10.0,4.1.2,True
