sample_id,accession,study,bioproject_accession,biosample_accession,filename,filetype,path,data_type,coverage,deepconsensus_coverage,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,production,design_description,notes,generator_facility,generator_contact,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,basecaller,basecaller_version,ccs_algorithm,lima_version,lima_float_version,primrose_version,primrose_filename,deepconsensus_filename,deepconsensus_path,mm_tag,mm_review,mm_remove,ML_tag,all_kinetics_flag,keep_kinetics_flag,hifi_kinetics_tag,PP_PRIMROSE,fi_tag,ri_tag,fp_tag,rp_tag
HG01934,,SRP305758,PRJNA701308,SAMN26237498,m64136_210725_054129.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/wMods/m64136_210725_054129.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,8.7,9.99,1305820.0,26910655595.0,26.91,20608.0,113.0,56329.0,17745.0,20203.0,24446.0,17361.0,19176.0,23178.0,0.595977,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG01934_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.4.0,,HG01934.m64136_210725_054129.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01934.m64136_210725_054129.dc.q20.fastq.gz,True,False,False,True,True,True,False,False,True,True,True,True
HG01934,,SRP305758,PRJNA701308,SAMN26237498,m64136_210726_163800.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/wMods/m64136_210726_163800.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,7.1,8.0,1061051.0,21882737224.0,21.88,20623.0,182.0,56046.0,17759.0,20243.0,24461.0,17375.0,19204.0,23200.0,0.59882,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG01934_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.4.0,,HG01934.m64136_210726_163800.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01934.m64136_210726_163800.dc.q20.fastq.gz,True,False,False,True,True,True,False,False,True,True,True,True
HG01934,,SRP305758,PRJNA701308,SAMN26237498,m64136_210728_163638.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/wMods/m64136_210728_163638.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,8.8,10.07,1319382.0,27145864716.0,27.15,20574.0,98.0,56522.0,17728.0,20148.0,24392.0,17350.0,19145.0,23129.0,0.599108,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG01934_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.4.0,,HG01934.m64136_210728_163638.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01934.m64136_210728_163638.dc.q20.fastq.gz,True,False,False,True,True,True,False,False,True,True,True,True
HG01934,SRR30545933,SRP305758,PRJNA701308,SAMN26237498,m84081_231117_193129_s1.hifi_reads.bc2088.bam,bam,s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2088.bam,unaligned reads with 5mC,13.3,,1805975.0,41207695556.0,41.21,22817.0,107.0,63433.0,20985.0,23675.0,26666.0,20197.0,22847.0,25829.0,0.561051,WUSTL_HPRC_HiFi_Year2_TopUp,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,HG01934_lib1_m84081_231117_193129_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG01934,SRR30545932,SRP305758,PRJNA701308,SAMN26237498,m84081_231117_201125_s2.hifi_reads.bc2088.bam,bam,s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2088.bam,unaligned reads with 5mC,13.3,,1809808.0,41361391990.0,41.36,22854.0,142.0,67040.0,21010.0,23692.0,26683.0,20225.0,22871.0,25852.0,0.567532,WUSTL_HPRC_HiFi_Year2_TopUp,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,HG01934_lib1_m84081_231117_201125_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG01934,SRR30545930,SRP305758,PRJNA701308,SAMN26237498,m84081_231117_204232_s3.hifi_reads.bc2088.bam,bam,s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2088.bam,unaligned reads with 5mC,14.3,,1931912.0,44464313716.0,44.46,23015.0,193.0,68010.0,21092.0,23797.0,26797.0,20331.0,22985.0,25974.0,0.553311,WUSTL_HPRC_HiFi_Year2_TopUp,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,HG01934_lib1_m84081_231117_204232_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG01940,SRR30151922,SRP305758,PRJNA701308,SAMN37797101,m64330e_220415_164034.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64330e_220415_164034.5mc.hifi_reads.bam,unaligned reads with 5mC,9.6,10.64,1645196.0,29848671416.0,29.85,18142.0,111.0,65173.0,15279.0,19180.0,23888.0,13734.0,17201.0,21523.0,,RU_Y3,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG01940_PB1_m64330e_220415_164034_m64330e_220415_164034,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,ccs,6.0.0,6.0.0,,,,,HG01940.m64330e_220415_164034.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01940/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01940.m64330e_220415_164034.dc.q20.fastq.gz,True,False,False,,,,,,,,,
HG01940,SRR30151921,SRP305758,PRJNA701308,SAMN37797101,m64334e_220304_185513.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220304_185513.5mc.hifi_reads.bam,unaligned reads with 5mC,4.5,4.8,806419.0,13930028444.0,13.93,17273.0,259.0,65765.0,14439.0,17758.0,22314.0,13327.0,16162.0,19984.0,,RU_Y3,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG01940_PB1_m64334e_220304_185513_m64334e_220304_185513,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,ccs,6.0.0,6.0.0,,,,,HG01940.m64334e_220304_185513.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01940/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01940.m64334e_220304_185513.dc.q20.fastq.gz,True,False,False,,,,,,,,,
HG01940,SRR30151920,SRP305758,PRJNA701308,SAMN37797101,m64334e_220422_151506.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220422_151506.5mc.hifi_reads.bam,unaligned reads with 5mC,9.8,10.74,1637435.0,30248862465.0,30.25,18473.0,96.0,65732.0,15588.0,19553.0,24314.0,13989.0,17542.0,21933.0,,RU_Y3,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG01940_PB1_m64334e_220422_151506_m64334e_220422_151506,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,ccs,6.0.0,6.0.0,,,,,HG01940.m64334e_220422_151506.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01940/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01940.m64334e_220422_151506.dc.q20.fastq.gz,True,False,False,,,,,,,,,
HG01940,SRR30151919,SRP305758,PRJNA701308,SAMN37797101,m64334e_220424_021126.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220424_021126.5mc.hifi_reads.bam,unaligned reads with 5mC,9.3,10.32,1562113.0,28711690224.0,28.71,18380.0,103.0,68924.0,15517.0,19434.0,24124.0,13961.0,17465.0,21800.0,,RU_Y3,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG01940_PB1_m64334e_220424_021126_m64334e_220424_021126,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,ccs,6.0.0,6.0.0,,,,,HG01940.m64334e_220424_021126.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01940/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01940.m64334e_220424_021126.dc.q20.fastq.gz,True,False,False,,,,,,,,,
HG01940,SRR30151918,SRP305758,PRJNA701308,SAMN37797101,m64334e_220426_185110.fixed_kinetics.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/wMods/m64334e_220426_185110.fixed_kinetics.hifi_reads.bam,unaligned reads with 5mC,2.6,,413272.0,8165347513.0,8.17,19757.0,63.0,64624.0,16610.0,20898.0,25978.0,14933.0,18729.0,23463.0,0.697488,r2-limma-patch,HiFi sequencing of 20kb fractionated gDNA,file.list name: m64334e_220426_185110.demultiplex.bc1010--bc1010.5mc.hifi_reads.kinetics_trimmed.5mc.bam; original unfixed file in working: m64334e_220426_185110.demultiplex.bc1010--bc1010.5mc.hifi_reads.bam; to be released,Rockefeller University,vgl-lab@rockefeller.edu,HG01940_PB1_m64334e_220426_185110_m64334e_220426_185110,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,ccs,6.0.0,6.0.0,,,1.3.0,,,,True,,,True,True,True,False,True,True,True,True,True
HG01940,SRR30336736,SRP305758,PRJNA701308,SAMN37797101,m84091_240110_191713_s4.hifi_reads.bc1010.bam,bam,s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/m84091_240110_191713_s4.hifi_reads.bc1010.bam,unaligned reads with 5mC,18.5,,3005904.0,57205109823.0,57.21,19030.0,205.0,55009.0,16742.0,19020.0,22308.0,16232.0,18226.0,21127.0,0.548052,RU_Y3_topoff_redo,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG01940_PB4_m84091_240110_191713_s4.hifi_reads.bc1010.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG01943,,SRP305758,PRJNA701308,SAMN26237499,m64043_210716_230222.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/wMods/m64043_210716_230222.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,11.1,12.46,1820921.0,34264397581.0,34.26,18817.0,86.0,55403.0,17495.0,18754.0,20298.0,17322.0,18526.0,20011.0,0.593398,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG01943_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.4.0,,HG01943.m64043_210716_230222.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01943.m64043_210716_230222.dc.q20.fastq.gz,True,False,False,True,True,True,False,False,True,True,True,True
HG01943,,SRP305758,PRJNA701308,SAMN26237499,m64043_210718_100009.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/wMods/m64043_210718_100009.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,10.0,10.82,1637478.0,30875828356.0,30.88,18855.0,88.0,58783.0,17516.0,18789.0,20344.0,17340.0,18558.0,20050.0,0.622777,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG01943_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.4.0,,HG01943.m64043_210718_100009.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01943.m64043_210718_100009.dc.q20.fastq.gz,True,False,False,True,True,True,False,False,True,True,True,True
HG01943,,SRP305758,PRJNA701308,SAMN26237499,m64043_210719_210019.hifi_reads.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/wMods/m64043_210719_210019.hifi_reads.pm_v1.4.0.bam,unaligned reads with 5mC,10.7,11.7,1766146.0,33311278939.0,33.31,18860.0,68.0,47136.0,17522.0,18792.0,20349.0,17347.0,18560.0,20056.0,0.598917,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG01943_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,ccs,6.0.0,6.0.0,,,1.4.0,,HG01943.m64043_210719_210019.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01943.m64043_210719_210019.dc.q20.fastq.gz,True,False,False,True,True,True,False,False,True,True,True,True
HG01943,SRR30545935,SRP305758,PRJNA701308,SAMN26237499,m84081_231122_210358_s4.hifi_reads.bc2093.bam,bam,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m84081_231122_210358_s4.hifi_reads.bc2093.bam,unaligned reads with 5mC,15.2,,2416778.0,47157222479.0,47.16,19512.0,67.0,70540.0,17362.0,19570.0,22570.0,16886.0,18887.0,21632.0,0.558203,WUSTL_HPRC_HiFi_Year2_TopUp,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,HG01943_lib1_m84081_231122_210358_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG01943,SRR30545934,SRP305758,PRJNA701308,SAMN26237499,m84081_231124_031433_s4.hifi_reads.bc2093.bam,bam,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m84081_231124_031433_s4.hifi_reads.bc2093.bam,unaligned reads with 5mC,16.8,,2677782.0,52079665150.0,52.08,19448.0,91.0,72635.0,17318.0,19508.0,22480.0,16851.0,18834.0,21555.0,0.554952,WUSTL_HPRC_HiFi_Year2_TopUp,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,HG01943_lib1_m84081_231124_031433_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,7.0.0,7.0.0,2.7.1,2.0701,,,,,True,True,False,,,,,,,,,
HG01952,,SRP305758,PRJNA701308,SAMN17861661,m64136_200612_201033.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/wMods/m64136_200612_201033.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,10.7,12.62,1550970.0,33209979392.0,33.21,21412.0,85.0,49981.0,18933.0,21177.0,24624.0,18571.0,20487.0,23581.0,0.581593,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG01952_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG01952.m64136_200612_201033.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01952/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01952.m64136_200612_201033.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG01952,,SRP305758,PRJNA701308,SAMN17861661,m64136_200614_192134.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/wMods/m64136_200614_192134.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,11.0,12.62,1596380.0,34133421570.0,34.13,21381.0,47.0,50196.0,18917.0,21147.0,24569.0,18558.0,20465.0,23545.0,0.615001,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG01952_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG01952.m64136_200614_192134.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01952/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01952.m64136_200614_192134.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG01952,,SRP305758,PRJNA701308,SAMN17861661,m64136_200616_013426.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/wMods/m64136_200616_013426.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,10.9,12.51,1584065.0,33918995446.0,33.92,21412.0,48.0,50125.0,18928.0,21177.0,24655.0,18563.0,20480.0,23605.0,0.622479,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG01952_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG01952.m64136_200616_013426.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01952/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01952.m64136_200616_013426.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG01952,,SRP305758,PRJNA701308,SAMN17861661,m64136_200617_080019.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/wMods/m64136_200617_080019.hifi_reads.ccs_v6.0.0.pm_v1.4.0.bam,unaligned reads with 5mC,10.4,11.86,1503496.0,32246812336.0,32.25,21447.0,49.0,50236.0,18945.0,21227.0,24724.0,18574.0,20517.0,23675.0,0.59919,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG01952_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,ccs,8.0.0,6.0.0,,,1.4.0,,HG01952.m64136_200617_080019.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01952/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01952.m64136_200617_080019.dc.q20.fastq.gz,True,False,False,True,False,True,True,True,True,True,True,True
HG01952,,SRP305758,PRJNA701308,SAMN17861653,m84081_231222_081401_s1.hifi_reads.bc2029.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/wMods/m84081_231222_081401_s1.hifi_reads.bc2029.pm_v1.4.0.bam,unaligned reads with 5mC,1.8,,249770.0,5685773408.0,5.69,22764.0,219.0,67383.0,19825.0,23014.0,27349.0,18998.0,21820.0,25713.0,0.742556,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG00621_lib1_m84081_231222_081401_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,8.0.0,8.0.0,2.9.0,2.09,1.4.0,,,,True,True,False,True,False,True,False,False,True,True,True,True
HG01952,,SRP305758,PRJNA701308,SAMN17861653,m84081_231222_101332_s2.hifi_reads.bc2029.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/wMods/m84081_231222_101332_s2.hifi_reads.bc2029.pm_v1.4.0.bam,unaligned reads with 5mC,2.4,,327996.0,7560749193.0,7.56,23051.0,245.0,65630.0,20060.0,23368.0,27741.0,19192.0,22129.0,26103.0,0.720114,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG00621_lib1_m84081_231222_101332_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,8.0.0,8.0.0,2.9.0,2.09,1.4.0,,,,True,True,False,True,False,True,False,False,True,True,True,True
HG01952,,SRP305758,PRJNA701308,SAMN17861653,m84081_231222_121301_s3.hifi_reads.bc2029.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/wMods/m84081_231222_121301_s3.hifi_reads.bc2029.pm_v1.4.0.bam,unaligned reads with 5mC,2.5,,332419.0,7709625066.0,7.71,23192.0,215.0,64901.0,20171.0,23530.0,27916.0,19298.0,22278.0,26279.0,0.709897,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG00621_lib1_m84081_231222_121301_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,8.0.0,8.0.0,2.9.0,2.09,1.4.0,,,,True,True,False,True,False,True,False,False,True,True,True,True
HG01952,,SRP305758,PRJNA701308,SAMN17861653,m84081_231222_141231_s4.hifi_reads.bc2029.pm_v1.4.0.bam,bam,s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/wMods/m84081_231222_141231_s4.hifi_reads.bc2029.pm_v1.4.0.bam,unaligned reads with 5mC,2.5,,331269.0,7623185874.0,7.62,23012.0,236.0,73109.0,20051.0,23333.0,27655.0,19191.0,22112.0,26041.0,0.713615,HPRC_Release2_Primrose_v1.4.0_Reprocessed_PacBio_HiFi_Data,HiFi sequencing of 20kb fractionated gDNA,to be released,Washington University,tgraves@wustl.edu,HG00621_lib1_m84081_231222_141231_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,revio_deepconsensus,8.0.0,8.0.0,2.9.0,2.09,1.4.0,,,,True,True,False,True,False,True,False,False,True,True,True,True
HG01960,SRR30151967,SRP305758,PRJNA701308,SAMN37797102,m54306Ue_220409_033640.5mc.hifi_reads.bam,bam,s3://human-pangenomics/working/HPRC/HG01960/raw_data/PacBio_HiFi/primrose/m54306Ue_220409_033640.5mc.hifi_reads.bam,unaligned reads with 5mC,10.1,11.3,1726705.0,31237108828.0,31.24,18090.0,145.0,62890.0,15305.0,18636.0,22857.0,14273.0,17156.0,20995.0,,RU_Y3,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,HG01960_PB1_m54306Ue_220409_033640_m54306Ue_220409_033640,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,ccs,6.0.0,6.0.0,,,,,HG01960.m54306Ue_220409_033640.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01960/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01960.m54306Ue_220409_033640.dc.q20.fastq.gz,True,False,False,,,,,,,,,
