sample_id,accession,study,bioproject_accession,biosample_accession,filename,filetype,path,data_type,coverage,total_bp,total_Gbp,ntsm_score,production,title,design_description,generator_facility,generator_contact,library_ID,library_strategy,library_source,library_selection,library_layout,shear_method,platform,instrument_model,assembly
HG02976,SRR30242376,SRP305758,PRJNA701308,SAMN33621955,HG02976-2_S14_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02976/raw_data/hic/HG02976-2_S14_L003_R1_001.fastq.gz,unaligned reads,4.0,12414356855,12.41,0.59877,HiC,Illumina Sequencing of Omni-C Libraries of HG02976,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02976-2_S14_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG02976,SRR30242375,SRP305758,PRJNA701308,SAMN33621955,HG02976-2_S14_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02976/raw_data/hic/HG02976-2_S14_L004_R1_001.fastq.gz,unaligned reads,3.85,11921734213,11.92,0.580856,HiC,Illumina Sequencing of Omni-C Libraries of HG02976,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02976-2_S14_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG02976,SRR30242374,SRP305758,PRJNA701308,SAMN33621955,HG02976-2_S14i_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02976/raw_data/hic/HG02976-2_S14i_L001_R1_001.fastq.gz,unaligned reads,9.05,28058254078,28.06,0.49904,HiC,Illumina Sequencing of Omni-C Libraries of HG02976,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02976-2_S14i_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG02976,SRR30242373,SRP305758,PRJNA701308,SAMN33621955,HG02976-2_S14i_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02976/raw_data/hic/HG02976-2_S14i_L002_R1_001.fastq.gz,unaligned reads,9.2,28508736738,28.51,0.495795,HiC,Illumina Sequencing of Omni-C Libraries of HG02976,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02976-2_S14i_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG02976,SRR30242371,SRP305758,PRJNA701308,SAMN33621955,HG02976-2_S14i_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02976/raw_data/hic/HG02976-2_S14i_L003_R1_001.fastq.gz,unaligned reads,8.01,24826749519,24.83,0.513093,HiC,Illumina Sequencing of Omni-C Libraries of HG02976,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02976-2_S14i_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG02976,SRR30242370,SRP305758,PRJNA701308,SAMN33621955,HG02976-2_S14i_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG02976/raw_data/hic/HG02976-2_S14i_L004_R1_001.fastq.gz,unaligned reads,6.8,21083832226,21.08,0.537468,HiC,Illumina Sequencing of Omni-C Libraries of HG02976,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG02976-2_S14i_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03130,SRR30242369,SRP305758,PRJNA701308,SAMN33758791,HG03130-1_S5_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-1_S5_L001_R1_001.fastq.gz,unaligned reads,4.35,13499572647,13.5,0.574426,HiC,Illumina Sequencing of Omni-C Libraries of HG03130,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03130-1_S5_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03130,SRR30242368,SRP305758,PRJNA701308,SAMN33758791,HG03130-1_S5_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-1_S5_L002_R1_001.fastq.gz,unaligned reads,4.47,13860885604,13.86,0.569608,HiC,Illumina Sequencing of Omni-C Libraries of HG03130,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03130-1_S5_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03130,SRR30242367,SRP305758,PRJNA701308,SAMN33758791,HG03130-1_S5_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-1_S5_L003_R1_001.fastq.gz,unaligned reads,4.25,13167995623,13.17,0.573949,HiC,Illumina Sequencing of Omni-C Libraries of HG03130,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03130-1_S5_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03130,SRR30242359,SRP305758,PRJNA701308,SAMN33758791,HG03130-1_S5_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-1_S5_L004_R1_001.fastq.gz,unaligned reads,4.36,13524884287,13.52,0.557848,HiC,Illumina Sequencing of Omni-C Libraries of HG03130,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03130-1_S5_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03130,SRR30242360,SRP305758,PRJNA701308,SAMN33758791,HG03130-2_S13_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-2_S13_L001_R1_001.fastq.gz,unaligned reads,3.71,11497934604,11.5,0.605598,HiC,Illumina Sequencing of Omni-C Libraries of HG03130,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03130-2_S13_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03130,SRR30242361,SRP305758,PRJNA701308,SAMN33758791,HG03130-2_S13_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-2_S13_L002_R1_001.fastq.gz,unaligned reads,3.8,11785363728,11.79,0.605748,HiC,Illumina Sequencing of Omni-C Libraries of HG03130,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03130-2_S13_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03130,SRR30242362,SRP305758,PRJNA701308,SAMN33758791,HG03130-2_S13_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-2_S13_L003_R1_001.fastq.gz,unaligned reads,3.59,11135847597,11.14,0.588376,HiC,Illumina Sequencing of Omni-C Libraries of HG03130,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03130-2_S13_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03130,SRR30242363,SRP305758,PRJNA701308,SAMN33758791,HG03130-2_S13_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03130/raw_data/hic/HG03130-2_S13_L004_R1_001.fastq.gz,unaligned reads,3.7,11475577542,11.48,0.630068,HiC,Illumina Sequencing of Omni-C Libraries of HG03130,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03130-2_S13_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03139,SRR30242365,SRP305758,PRJNA701308,SAMN33758792,HG03139-1_S6_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-1_S6_L001_R1_001.fastq.gz,unaligned reads,3.86,11952931713,11.95,0.600621,HiC,Illumina Sequencing of Omni-C Libraries of HG03139,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03139-1_S6_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03139,SRR30242366,SRP305758,PRJNA701308,SAMN33758792,HG03139-1_S6_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-1_S6_L002_R1_001.fastq.gz,unaligned reads,3.97,12303021339,12.3,0.623442,HiC,Illumina Sequencing of Omni-C Libraries of HG03139,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03139-1_S6_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03139,SRR30242342,SRP305758,PRJNA701308,SAMN33758792,HG03139-1_S6_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-1_S6_L003_R1_001.fastq.gz,unaligned reads,3.75,11636777051,11.64,0.620107,HiC,Illumina Sequencing of Omni-C Libraries of HG03139,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03139-1_S6_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03139,SRR30242343,SRP305758,PRJNA701308,SAMN33758792,HG03139-1_S6_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-1_S6_L004_R1_001.fastq.gz,unaligned reads,3.88,12029450790,12.03,0.581818,HiC,Illumina Sequencing of Omni-C Libraries of HG03139,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03139-1_S6_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03139,SRR30242344,SRP305758,PRJNA701308,SAMN33758792,HG03139-2_S14_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-2_S14_L001_R1_001.fastq.gz,unaligned reads,4.11,12748095306,12.75,0.587956,HiC,Illumina Sequencing of Omni-C Libraries of HG03139,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03139-2_S14_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03139,SRR30242345,SRP305758,PRJNA701308,SAMN33758792,HG03139-2_S14_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-2_S14_L002_R1_001.fastq.gz,unaligned reads,4.23,13102628356,13.1,0.5655,HiC,Illumina Sequencing of Omni-C Libraries of HG03139,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03139-2_S14_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03139,SRR30242346,SRP305758,PRJNA701308,SAMN33758792,HG03139-2_S14_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-2_S14_L003_R1_001.fastq.gz,unaligned reads,3.98,12351349239,12.35,0.60048,HiC,Illumina Sequencing of Omni-C Libraries of HG03139,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03139-2_S14_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03139,SRR30242347,SRP305758,PRJNA701308,SAMN33758792,HG03139-2_S14_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03139/raw_data/hic/HG03139-2_S14_L004_R1_001.fastq.gz,unaligned reads,4.1,12697988712,12.7,0.572203,HiC,Illumina Sequencing of Omni-C Libraries of HG03139,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03139-2_S14_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03195,SRR30242348,SRP305758,PRJNA701308,SAMN33621956,HG03195-1_S7_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L001_R1_001.fastq.gz,unaligned reads,4.78,14832803612,14.83,0.56484,HiC,Illumina Sequencing of Omni-C Libraries of HG03195,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03195-1_S7_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03195,SRR30242349,SRP305758,PRJNA701308,SAMN33621956,HG03195-1_S7_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L002_R1_001.fastq.gz,unaligned reads,4.85,15041853062,15.04,0.570263,HiC,Illumina Sequencing of Omni-C Libraries of HG03195,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03195-1_S7_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03195,SRR30242351,SRP305758,PRJNA701308,SAMN33621956,HG03195-1_S7_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L003_R1_001.fastq.gz,unaligned reads,4.53,14040285498,14.04,0.588908,HiC,Illumina Sequencing of Omni-C Libraries of HG03195,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03195-1_S7_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03195,SRR30242352,SRP305758,PRJNA701308,SAMN33621956,HG03195-1_S7_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-1_S7_L004_R1_001.fastq.gz,unaligned reads,4.51,13982392584,13.98,0.550107,HiC,Illumina Sequencing of Omni-C Libraries of HG03195,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03195-1_S7_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03195,SRR30242353,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15_L001_R1_001.fastq.gz,unaligned reads,4.61,14303290679,14.3,0.581302,HiC,Illumina Sequencing of Omni-C Libraries of HG03195,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03195-2_S15_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03195,SRR30242354,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15_L002_R1_001.fastq.gz,unaligned reads,4.68,14501402402,14.5,0.544862,HiC,Illumina Sequencing of Omni-C Libraries of HG03195,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03195-2_S15_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03195,SRR30242355,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15_L003_R1_001.fastq.gz,unaligned reads,4.36,13509928125,13.51,0.57522,HiC,Illumina Sequencing of Omni-C Libraries of HG03195,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03195-2_S15_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03195,SRR30242356,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15_L004_R1_001.fastq.gz,unaligned reads,4.36,13501792797,13.5,0.56572,HiC,Illumina Sequencing of Omni-C Libraries of HG03195,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03195-2_S15_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03195,SRR30242357,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15i_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15i_L001_R1_001.fastq.gz,unaligned reads,11.91,36917053749,36.92,0.469732,HiC,Illumina Sequencing of Omni-C Libraries of HG03195,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03195-2_S15i_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03195,SRR30242358,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15i_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15i_L002_R1_001.fastq.gz,unaligned reads,13.5,41838825896,41.84,0.485264,HiC,Illumina Sequencing of Omni-C Libraries of HG03195,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03195-2_S15i_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03195,SRR30242341,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15i_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15i_L003_R1_001.fastq.gz,unaligned reads,11.22,34794784186,34.79,0.51802,HiC,Illumina Sequencing of Omni-C Libraries of HG03195,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03195-2_S15i_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03195,SRR30242340,SRP305758,PRJNA701308,SAMN33621956,HG03195-2_S15i_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03195/raw_data/hic/HG03195-2_S15i_L004_R1_001.fastq.gz,unaligned reads,9.65,29901590068,29.9,0.477419,HiC,Illumina Sequencing of Omni-C Libraries of HG03195,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03195-2_S15i_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03209,SRR30242338,SRP305758,PRJNA701308,SAMN33758793,HG03209-1_S7_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03209/raw_data/hic/HG03209-1_S7_L001_R1_001.fastq.gz,unaligned reads,5.0,15485841647,15.49,0.527096,HiC,Illumina Sequencing of Omni-C Libraries of HG03209,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03209-1_S7_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03209,SRR30242337,SRP305758,PRJNA701308,SAMN33758793,HG03209-1_S7_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03209/raw_data/hic/HG03209-1_S7_L002_R1_001.fastq.gz,unaligned reads,5.13,15915046864,15.92,0.553008,HiC,Illumina Sequencing of Omni-C Libraries of HG03209,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03209-1_S7_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03209,SRR30242221,SRP305758,PRJNA701308,SAMN33758793,HG03209-1_S7_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03209/raw_data/hic/HG03209-1_S7_L003_R1_001.fastq.gz,unaligned reads,4.76,14757163472,14.76,0.554386,HiC,Illumina Sequencing of Omni-C Libraries of HG03209,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03209-1_S7_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03209,SRR30242220,SRP305758,PRJNA701308,SAMN33758793,HG03209-1_S7_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03209/raw_data/hic/HG03209-1_S7_L004_R1_001.fastq.gz,unaligned reads,4.94,15315851335,15.32,0.588467,HiC,Illumina Sequencing of Omni-C Libraries of HG03209,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03209-1_S7_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03209,SRR30242219,SRP305758,PRJNA701308,SAMN33758793,HG03209-2_S15_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03209/raw_data/hic/HG03209-2_S15_L001_R1_001.fastq.gz,unaligned reads,3.83,11880470588,11.88,0.616049,HiC,Illumina Sequencing of Omni-C Libraries of HG03209,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03209-2_S15_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03209,SRR30242336,SRP305758,PRJNA701308,SAMN33758793,HG03209-2_S15_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03209/raw_data/hic/HG03209-2_S15_L002_R1_001.fastq.gz,unaligned reads,3.94,12222747126,12.22,0.593427,HiC,Illumina Sequencing of Omni-C Libraries of HG03209,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03209-2_S15_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03209,SRR30242239,SRP305758,PRJNA701308,SAMN33758793,HG03209-2_S15_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03209/raw_data/hic/HG03209-2_S15_L003_R1_001.fastq.gz,unaligned reads,3.68,11395230541,11.4,0.599817,HiC,Illumina Sequencing of Omni-C Libraries of HG03209,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03209-2_S15_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03209,SRR30242238,SRP305758,PRJNA701308,SAMN33758793,HG03209-2_S15_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03209/raw_data/hic/HG03209-2_S15_L004_R1_001.fastq.gz,unaligned reads,3.8,11780225528,11.78,0.587912,HiC,Illumina Sequencing of Omni-C Libraries of HG03209,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03209-2_S15_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03225,SRR30242237,SRP305758,PRJNA701308,SAMN33621957,HG03225-1_S4_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03225/raw_data/hic/HG03225-1_S4_L001_R1_001.fastq.gz,unaligned reads,4.28,13264492114,13.26,0.618107,HiC,Illumina Sequencing of Omni-C Libraries of HG03225,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03225-1_S4_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03225,SRR30242236,SRP305758,PRJNA701308,SAMN33621957,HG03225-1_S4_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03225/raw_data/hic/HG03225-1_S4_L002_R1_001.fastq.gz,unaligned reads,4.37,13551937789,13.55,0.57144,HiC,Illumina Sequencing of Omni-C Libraries of HG03225,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03225-1_S4_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03225,SRR30242234,SRP305758,PRJNA701308,SAMN33621957,HG03225-1_S4_L003_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03225/raw_data/hic/HG03225-1_S4_L003_R1_001.fastq.gz,unaligned reads,4.19,12982900077,12.98,0.580506,HiC,Illumina Sequencing of Omni-C Libraries of HG03225,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03225-1_S4_L003,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03225,SRR30242233,SRP305758,PRJNA701308,SAMN33621957,HG03225-1_S4_L004_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03225/raw_data/hic/HG03225-1_S4_L004_R1_001.fastq.gz,unaligned reads,4.26,13208233630,13.21,0.563984,HiC,Illumina Sequencing of Omni-C Libraries of HG03225,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03225-1_S4_L004,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03225,SRR30242232,SRP305758,PRJNA701308,SAMN33621957,HG03225-2_S12_L001_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03225/raw_data/hic/HG03225-2_S12_L001_R1_001.fastq.gz,unaligned reads,4.44,13753800959,13.75,0.589349,HiC,Illumina Sequencing of Omni-C Libraries of HG03225,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03225-2_S12_L001,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
HG03225,SRR30242231,SRP305758,PRJNA701308,SAMN33621957,HG03225-2_S12_L002_R1_001.fastq.gz,fastq,s3://human-pangenomics/working/HPRC/HG03225/raw_data/hic/HG03225-2_S12_L002_R1_001.fastq.gz,unaligned reads,4.54,14081546800,14.08,0.568515,HiC,Illumina Sequencing of Omni-C Libraries of HG03225,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,HG03225-2_S12_L002,Hi-C,GENOMIC,RANDOM,paired,no shear,ILLUMINA,Illumina NovaSeq 6000,unaligned
