sample_id,sample_name,haplotype,phasing,assembly_method,assembly_method_version,assembly_date,assembly_name,source,genbank_accession,assembly_md5,assembly_fai,assembly_gzi,assembly,t2t_chrom_tsv,chrom_alias_txt,gaps_bed,telo_bed,mashmap_paf
HG03540_hap2,HG03540,2,trio,hifiasm,0.19.7,2024-09,HG03540_mat_hprc_r2_v1.0.1,hprc,GCA_018473295.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03540/assemblies/freeze_2/HG03540_mat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03540/assemblies/freeze_2/HG03540_mat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03540/assemblies/freeze_2/HG03540_mat_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03540/assemblies/freeze_2/HG03540_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG03540_hap2/analysis/assign_chromosomes_outputs/033cb993-e9d2-46f6-b8e8-415b25e42980/HG03540_mat_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG03540_hap2/analysis/assign_chromosomes_outputs/033cb993-e9d2-46f6-b8e8-415b25e42980/HG03540_mat_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG03540_hap2/analysis/assign_chromosomes_outputs/70d42b40-f77a-48b3-909a-62ee7a63f4eb/HG03540_mat_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG03540_hap2/analysis/assign_chromosomes_outputs/70d42b40-f77a-48b3-909a-62ee7a63f4eb/HG03540_mat_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG03540_hap2/analysis/assign_chromosomes_outputs/f6a9c688-9a02-48ff-9bb9-7df0bfe77b3d/mashmap_HG03540_mat_hprc_r2_v1.0.1_pi95.paf
HG00099_hap2,HG00099,2,hic,hifiasm,0.19.9,2024-09,HG00099_hap2_hprc_r2_v1.0.1,hprc,GCA_042031945.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00099/assemblies/freeze_2/HG00099_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00099/assemblies/freeze_2/HG00099_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00099/assemblies/freeze_2/HG00099_hap2_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00099/assemblies/freeze_2/HG00099_hap2_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG00099_hap2/analysis/assign_chromosomes_outputs/1d122210-e6cb-4ccc-a1fa-1872e0de5226/HG00099_hap2_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG00099_hap2/analysis/assign_chromosomes_outputs/1d122210-e6cb-4ccc-a1fa-1872e0de5226/HG00099_hap2_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG00099_hap2/analysis/assign_chromosomes_outputs/418e2b95-72b1-4636-9d42-9fa4ba9c847e/HG00099_hap2_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00099_hap2/analysis/assign_chromosomes_outputs/418e2b95-72b1-4636-9d42-9fa4ba9c847e/HG00099_hap2_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00099_hap2/analysis/assign_chromosomes_outputs/6298eca8-8ab4-4bd2-b423-461328636a91/mashmap_HG00099_hap2_hprc_r2_v1.0.1_pi95.paf
HG00140_hap2,HG00140,2,hic,hifiasm,0.19.9,2024-09,HG00140_hap2_hprc_r2_v1.0.1,hprc,GCA_042030705.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00140/assemblies/freeze_2/HG00140_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00140/assemblies/freeze_2/HG00140_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00140/assemblies/freeze_2/HG00140_hap2_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00140/assemblies/freeze_2/HG00140_hap2_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG00140_hap2/analysis/assign_chromosomes_outputs/ede9463e-2995-48b0-b674-5fa10a190ff7/HG00140_hap2_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG00140_hap2/analysis/assign_chromosomes_outputs/ede9463e-2995-48b0-b674-5fa10a190ff7/HG00140_hap2_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG00140_hap2/analysis/assign_chromosomes_outputs/67581867-2778-485b-8db5-8d74784a5e6d/HG00140_hap2_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00140_hap2/analysis/assign_chromosomes_outputs/67581867-2778-485b-8db5-8d74784a5e6d/HG00140_hap2_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00140_hap2/analysis/assign_chromosomes_outputs/087e56f6-aa6f-4586-86f0-c7f8808f93d5/mashmap_HG00140_hap2_hprc_r2_v1.0.1_pi95.paf
HG00280_hap2,HG00280,2,hic,hifiasm,0.19.9,2024-09,HG00280_hap2_hprc_r2_v1.0.1,hprc,GCA_042030605.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00280/assemblies/freeze_2/HG00280_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00280/assemblies/freeze_2/HG00280_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00280/assemblies/freeze_2/HG00280_hap2_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00280/assemblies/freeze_2/HG00280_hap2_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG00280_hap2/analysis/assign_chromosomes_outputs/25dad0b6-4bca-443d-a37d-e34ebf2ee506/HG00280_hap2_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG00280_hap2/analysis/assign_chromosomes_outputs/25dad0b6-4bca-443d-a37d-e34ebf2ee506/HG00280_hap2_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG00280_hap2/analysis/assign_chromosomes_outputs/7c78aada-0c9b-4fd7-9816-fda416818c49/HG00280_hap2_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00280_hap2/analysis/assign_chromosomes_outputs/7c78aada-0c9b-4fd7-9816-fda416818c49/HG00280_hap2_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00280_hap2/analysis/assign_chromosomes_outputs/09b7dd84-7e15-422c-946f-cc9bfbc4064c/mashmap_HG00280_hap2_hprc_r2_v1.0.1_pi95.paf
HG00323_hap2,HG00323,2,hic,hifiasm,0.19.9,2024-09,HG00323_hap2_hprc_r2_v1.0.1,hprc,GCA_042031775.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00323/assemblies/freeze_2/HG00323_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00323/assemblies/freeze_2/HG00323_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00323/assemblies/freeze_2/HG00323_hap2_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00323/assemblies/freeze_2/HG00323_hap2_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG00323_hap2/analysis/assign_chromosomes_outputs/dc44dff7-7855-4476-b0d5-518406303764/HG00323_hap2_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG00323_hap2/analysis/assign_chromosomes_outputs/dc44dff7-7855-4476-b0d5-518406303764/HG00323_hap2_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG00323_hap2/analysis/assign_chromosomes_outputs/41b13d7f-f0d9-42dc-be99-b0a5954c4947/HG00323_hap2_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00323_hap2/analysis/assign_chromosomes_outputs/41b13d7f-f0d9-42dc-be99-b0a5954c4947/HG00323_hap2_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG00323_hap2/analysis/assign_chromosomes_outputs/a69a1639-0e8f-4f2d-ac17-11ee40db8a61/mashmap_HG00323_hap2_hprc_r2_v1.0.1_pi95.paf
HG02040_hap2,HG02040,2,hic,hifiasm,0.19.9,2024-09,HG02040_hap2_hprc_r2_v1.0.1,hprc,GCA_042031805.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02040/assemblies/freeze_2/HG02040_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02040/assemblies/freeze_2/HG02040_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02040/assemblies/freeze_2/HG02040_hap2_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02040/assemblies/freeze_2/HG02040_hap2_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG02040_hap2/analysis/assign_chromosomes_outputs/7cdbc1a8-065d-4ef8-8838-84cec14b2602/HG02040_hap2_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG02040_hap2/analysis/assign_chromosomes_outputs/7cdbc1a8-065d-4ef8-8838-84cec14b2602/HG02040_hap2_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG02040_hap2/analysis/assign_chromosomes_outputs/a29a5071-b41f-41fd-8ddc-0cd40a38ea7b/HG02040_hap2_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02040_hap2/analysis/assign_chromosomes_outputs/a29a5071-b41f-41fd-8ddc-0cd40a38ea7b/HG02040_hap2_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02040_hap2/analysis/assign_chromosomes_outputs/b42bfbff-1e28-4ec5-a9ed-45371d18fb5f/mashmap_HG02040_hap2_hprc_r2_v1.0.1_pi95.paf
HG02165_hap2,HG02165,2,hic,hifiasm,0.19.9,2024-09,HG02165_hap2_hprc_r2_v1.0.1,hprc,GCA_042032115.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02165/assemblies/freeze_2/HG02165_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02165/assemblies/freeze_2/HG02165_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02165/assemblies/freeze_2/HG02165_hap2_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02165/assemblies/freeze_2/HG02165_hap2_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG02165_hap2/analysis/assign_chromosomes_outputs/f6ba0258-6f9d-4f80-9f98-cde332215663/HG02165_hap2_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG02165_hap2/analysis/assign_chromosomes_outputs/f6ba0258-6f9d-4f80-9f98-cde332215663/HG02165_hap2_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG02165_hap2/analysis/assign_chromosomes_outputs/e7c36cea-e492-4439-943f-669ac2876879/HG02165_hap2_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02165_hap2/analysis/assign_chromosomes_outputs/e7c36cea-e492-4439-943f-669ac2876879/HG02165_hap2_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02165_hap2/analysis/assign_chromosomes_outputs/5bfe7f5f-468f-4f47-a175-62d69bace364/mashmap_HG02165_hap2_hprc_r2_v1.0.1_pi95.paf
HG02273_hap2,HG02273,2,hic,hifiasm,0.19.9,2024-09,HG02273_hap2_hprc_r2_v1.0.1,hprc,GCA_042030225.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02273/assemblies/freeze_2/HG02273_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02273/assemblies/freeze_2/HG02273_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02273/assemblies/freeze_2/HG02273_hap2_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02273/assemblies/freeze_2/HG02273_hap2_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG02273_hap2/analysis/assign_chromosomes_outputs/91cc5174-6ae9-445d-993f-b949d4f952d5/HG02273_hap2_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG02273_hap2/analysis/assign_chromosomes_outputs/91cc5174-6ae9-445d-993f-b949d4f952d5/HG02273_hap2_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG02273_hap2/analysis/assign_chromosomes_outputs/8f9a47b4-d924-447b-924e-ba8ba4918fed/HG02273_hap2_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02273_hap2/analysis/assign_chromosomes_outputs/8f9a47b4-d924-447b-924e-ba8ba4918fed/HG02273_hap2_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02273_hap2/analysis/assign_chromosomes_outputs/b7741012-06e4-4c9e-a741-9ecdca119b09/mashmap_HG02273_hap2_hprc_r2_v1.0.1_pi95.paf
HG02922_hap2,HG02922,2,hic,hifiasm,0.19.9,2024-09,HG02922_hap2_hprc_r2_v1.0.1,hprc,GCA_042030255.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02922/assemblies/freeze_2/HG02922_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02922/assemblies/freeze_2/HG02922_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02922/assemblies/freeze_2/HG02922_hap2_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02922/assemblies/freeze_2/HG02922_hap2_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG02922_hap2/analysis/assign_chromosomes_outputs/60832536-fb8a-473d-bd84-e15c01217f48/HG02922_hap2_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG02922_hap2/analysis/assign_chromosomes_outputs/60832536-fb8a-473d-bd84-e15c01217f48/HG02922_hap2_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG02922_hap2/analysis/assign_chromosomes_outputs/046faa0b-9c14-45fa-a04a-635951352981/HG02922_hap2_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02922_hap2/analysis/assign_chromosomes_outputs/046faa0b-9c14-45fa-a04a-635951352981/HG02922_hap2_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02922_hap2/analysis/assign_chromosomes_outputs/24f63a9a-b35b-4ac3-a5f2-13e3bdf740f0/mashmap_HG02922_hap2_hprc_r2_v1.0.1_pi95.paf
HG02965_hap2,HG02965,2,hic,hifiasm,0.19.9,2024-09,HG02965_hap2_hprc_r2_v1.0.1,hprc,GCA_042031845.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02965/assemblies/freeze_2/HG02965_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02965/assemblies/freeze_2/HG02965_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02965/assemblies/freeze_2/HG02965_hap2_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02965/assemblies/freeze_2/HG02965_hap2_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG02965_hap2/analysis/assign_chromosomes_outputs/29f22911-ebc1-49c4-b097-4a59864c6792/HG02965_hap2_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG02965_hap2/analysis/assign_chromosomes_outputs/29f22911-ebc1-49c4-b097-4a59864c6792/HG02965_hap2_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG02965_hap2/analysis/assign_chromosomes_outputs/c2deef9c-96e2-420b-8dfe-c84d98ee2761/HG02965_hap2_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02965_hap2/analysis/assign_chromosomes_outputs/c2deef9c-96e2-420b-8dfe-c84d98ee2761/HG02965_hap2_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02965_hap2/analysis/assign_chromosomes_outputs/ee956ddc-a987-4b33-8c09-beac6fe608cc/mashmap_HG02965_hap2_hprc_r2_v1.0.1_pi95.paf
HG02976_hap2,HG02976,2,hic,hifiasm,0.19.9,2024-09,HG02976_hap2_hprc_r2_v1.0.1,hprc,GCA_042030695.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02976/assemblies/freeze_2/HG02976_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02976/assemblies/freeze_2/HG02976_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02976/assemblies/freeze_2/HG02976_hap2_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02976/assemblies/freeze_2/HG02976_hap2_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG02976_hap2/analysis/assign_chromosomes_outputs/3cdbbc1d-cb8d-48b4-a6b6-40e0929340c8/HG02976_hap2_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG02976_hap2/analysis/assign_chromosomes_outputs/3cdbbc1d-cb8d-48b4-a6b6-40e0929340c8/HG02976_hap2_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG02976_hap2/analysis/assign_chromosomes_outputs/61d9b2cd-b06d-4b3d-a9eb-8e0fca716c3f/HG02976_hap2_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02976_hap2/analysis/assign_chromosomes_outputs/61d9b2cd-b06d-4b3d-a9eb-8e0fca716c3f/HG02976_hap2_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG02976_hap2/analysis/assign_chromosomes_outputs/a80dfcf4-c79c-46e7-96d6-5d852e431be4/mashmap_HG02976_hap2_hprc_r2_v1.0.1_pi95.paf
HG03130_hap2,HG03130,2,hic,hifiasm,0.19.9,2024-09,HG03130_hap2_hprc_r2_v1.0.1,hprc,GCA_042031485.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03130/assemblies/freeze_2/HG03130_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03130/assemblies/freeze_2/HG03130_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03130/assemblies/freeze_2/HG03130_hap2_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03130/assemblies/freeze_2/HG03130_hap2_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG03130_hap2/analysis/assign_chromosomes_outputs/e7b8d463-8c46-41d0-9fbe-a98c1f61b287/HG03130_hap2_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG03130_hap2/analysis/assign_chromosomes_outputs/e7b8d463-8c46-41d0-9fbe-a98c1f61b287/HG03130_hap2_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG03130_hap2/analysis/assign_chromosomes_outputs/d2055ac1-e671-4351-a940-31658fdb71d5/HG03130_hap2_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG03130_hap2/analysis/assign_chromosomes_outputs/d2055ac1-e671-4351-a940-31658fdb71d5/HG03130_hap2_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG03130_hap2/analysis/assign_chromosomes_outputs/ba3bde52-3fdb-4d8d-80e7-8838eb9b8c31/mashmap_HG03130_hap2_hprc_r2_v1.0.1_pi95.paf
HG03195_hap2,HG03195,2,hic,hifiasm,0.19.9,2024-09,HG03195_hap2_hprc_r2_v1.0.1,hprc,GCA_042030635.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03195/assemblies/freeze_2/HG03195_hap2_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03195/assemblies/freeze_2/HG03195_hap2_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03195/assemblies/freeze_2/HG03195_hap2_hprc_r2_v1.0.1.fa.gz.gzi,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03195/assemblies/freeze_2/HG03195_hap2_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/qc/chrom_assignment/batch1/HG03195_hap2/analysis/assign_chromosomes_outputs/1624acaa-76c4-4ee0-87e1-4f1cd27dec7f/HG03195_hap2_hprc_r2_v1.0.1.t2t_chromosomes.tsv,/private/groups/hprc/qc/chrom_assignment/batch1/HG03195_hap2/analysis/assign_chromosomes_outputs/1624acaa-76c4-4ee0-87e1-4f1cd27dec7f/HG03195_hap2_hprc_r2_v1.0.1.chromAlias.txt,/private/groups/hprc/qc/chrom_assignment/batch1/HG03195_hap2/analysis/assign_chromosomes_outputs/0606f1b9-c8c2-45f8-8fc3-c901504e1813/HG03195_hap2_hprc_r2_v1.0.1.gaps.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG03195_hap2/analysis/assign_chromosomes_outputs/0606f1b9-c8c2-45f8-8fc3-c901504e1813/HG03195_hap2_hprc_r2_v1.0.1.telo.bed,/private/groups/hprc/qc/chrom_assignment/batch1/HG03195_hap2/analysis/assign_chromosomes_outputs/a6d41438-3546-40f0-a647-3cc8e0007f60/mashmap_HG03195_hap2_hprc_r2_v1.0.1_pi95.paf
